"sname","fname","labour","tory","lnrealgross","lnrealnet","treated","yob","yod","scat_pub","scat_eto","scat_sec","scat_nm","ucat_ox","ucat_deg","ucat_nm","aristo","female","oc_teacherall","oc_barrister","oc_solicitor","oc_dr","oc_civil_serv","oc_local_politics","oc_business","oc_white_collar","oc_union_org","oc_journalist","oc_miner","wobl_race_region","pre_wobl","wobl_race_electorate","wobl_race_turnout","wobl_race_effective_number_of_ca","wobl_margin","directorships_1983"
"Allaun","Frank",1,0,12.4605150222778,11.3009939193726,1,1913,2002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"North West England",0.139235824346542,55853,0.697795987129211,1.99607610702515,0.0443372502923012,0
"Hodge","Robert",1,0,12.7493991851807,12.7267227172852,0,1927,2004,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"North West England",-0.112521685659885,44822,0.834991753101349,2.54912900924683,-0.0595842450857162,0
"Hickman","Robert",1,0,12.172625541687,12.172625541687,0,1938,1991,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Midlands",-0.107189767062664,70765,0.74966436624527,1.99992907047272,-0.00595664465799928,0
"Lucas","Percy",0,1,13.4895191192627,13.4895191192627,1,1915,1998,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Greater London",NA,43854,0.876681745052338,2.26908993721008,0.0222910046577454,0
"Quas-Cohen","K A",0,1,12.0997180938721,12.0997180938721,0,1913,1984,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"North West England",NA,47786,0.794939935207367,2.2292811870575,-0.258799076080322,0
"Bishop","Leonard",1,0,12.4906167984009,12.4817562103271,0,1937,2002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,"South East England",-0.125923007726669,81498,0.756705701351166,2.50542330741882,-0.0792281478643417,0
"Mitchell","Richard",1,0,12.2972717285156,12.2831554412842,1,1927,2003,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"South East England",-0.00681657902896404,65174,0.781262457370758,2.32383918762207,0.047920186072588,0
"Mitchell","Colin",0,1,12.4029788970947,12.4029788970947,1,1925,1996,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Scotland",-0.0340310409665108,52123,0.75774610042572,2.85895609855652,0.140495240688324,0
"Page","Derek",1,0,12.3720865249634,12.3720865249634,1,1927,1997,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"East of England",-0.0424513556063175,53186,0.805023849010468,1.99998819828033,0.00242899847216904,0
"Stonehouse","John",1,0,11.8151445388794,11.8151445388794,0,1925,1988,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"West Midlands",-0.0307319797575474,56813,0.863094687461853,1.99955320358276,-0.0149485059082508,0
"Fisher","Nigel",0,1,13.1521835327148,13.1521835327148,1,1913,1996,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"South West England",NA,60936,0.857818067073822,2.53084969520569,0.0334978587925434,1
"Barnard","Douglas",0,1,12.0962562561035,12.0962562561035,0,1924,1994,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"South West England",-0.123600892722607,56407,0.79619550704956,2.55815887451172,-0.15853576362133,0
"Parkinson","Arnold",1,0,12.6128339767456,12.572904586792,0,1921,2000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"North East England",-0.0153677482157946,59448,0.823391854763031,1.99445486068726,-0.0527283512055874,0
"Pike","Leonard",1,0,12.4797325134277,12.4797325134277,0,1919,1989,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"South West England",-0.141590222716331,54202,0.847385704517365,2.65071678161621,-0.103374697268009,6
"Allaker","Lawrence",1,0,12.4437379837036,12.4437379837036,0,1904,1998,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"South West England",-0.20394042134285,54153,0.850183725357056,1.94055569171906,-0.175021722912788,0
"Barnett","Guy",1,0,12.6879253387451,12.6879253387451,1,1928,1986,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"South West England",-0.151103988289833,59963,0.810216307640076,2.59013938903809,-0.0192454159259796,0
"Boyd","Christopher",1,0,12.489673614502,11.7095146179199,1,1916,2004,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"South West England",-0.072544239461422,55942,0.790908455848694,1.99720561504364,0.0374053567647934,0
"Owens","Bernard",0,1,14.3163547515869,14.2799911499023,0,1928,2002,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"West Midlands",-0.215554594993591,51004,0.65671318769455,1.95757436752319,-0.147216007113457,0
"Critchley","Julian",0,1,12.4480905532837,12.4480905532837,1,1930,2000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"South East England",-0.0481285527348518,64386,0.807582378387451,1.99922609329224,0.0196742117404938,0
"Pegler","Alfred",1,0,12.5336513519287,12.5336513519287,0,1924,1996,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"South East England",-0.216408044099808,85816,0.794758558273315,2.72471022605896,-0.144685715436935,0
"McKitterick","Thomas",1,0,12.5018329620361,12.5018329620361,0,1914,1986,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Yorkshire and Humberside",-0.0142496870830655,73849,0.835488617420197,1.99935984611511,-0.0178930312395096,0
"Urwin","Kenneth",1,0,13.270224571228,13.2662763595581,0,1920,2002,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"East Midlands",-0.127757430076599,59671,0.854636251926422,1.96917009353638,-0.125125005841255,0
"Fletcher-Cooke","Charles",0,1,14.6621313095093,14.6585083007812,1,1914,2001,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"North West England",0.123844631016254,41321,0.886377394199371,2.44991207122803,0.0868235677480698,0
"Ponsonby","Thomas",1,0,13.2697200775146,13.2697200775146,0,1930,1990,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Greater London",-0.14503987133503,55121,0.816186189651489,2.33251738548279,-0.196714758872986,0
"Walter","Alison",1,0,12.3720865249634,12.3720865249634,0,1915,1997,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"East of England",-0.102710478007793,57908,0.785694539546967,1.9405722618103,-0.174996703863144,NA
"Royle","William",1,0,12.1344404220581,12.1344404220581,0,1921,1992,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"South East England",-0.117211796343327,57030,0.765491843223572,1.95932567119598,-0.144080996513367,0
"Fraser","Ian",0,1,13.2387504577637,13.2387504577637,1,1916,1987,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"South West England",0.067682795226574,74078,0.792988479137421,1.97385287284851,0.115094564855099,0
"Loughlin","Charles",1,0,12.1201086044312,12.1201086044312,1,1914,1993,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"South West England",0.098742388188839,54202,0.807682394981384,2.50108122825623,0.123600892722607,0
"Hyam","Sydney",1,0,12.4665880203247,12.4665880203247,0,1917,1994,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"Yorkshire and Humberside",NA,50044,0.817640483379364,1.96933436393738,-0.124786160886288,0
"Jenkins","Hugh",1,0,13.4910879135132,13.4737672805786,1,1908,2004,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"Greater London",-0.0890345498919487,71084,0.769666850566864,2.50923800468445,0.0238891635090113,0
"Leighton","Ronald",1,0,12.9443941116333,12.9443941116333,1,1930,1994,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"North West England",NA,69658,0.794194519519806,2.87158131599426,-0.0384295582771301,0
"Denman","Harold",0,1,13.0797166824341,13.0705842971802,0,1922,2003,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"North West England",-0.2036954164505,49220,0.834762275218964,1.8890585899353,-0.242339432239532,4
"Martin-Jones","David",0,1,12.6368389129639,12.6368389129639,0,1921,1986,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"West Midlands",NA,53948,0.786553740501404,1.93288469314575,-0.186340823769569,0
"Wedgwood","John",0,1,11.0313129425049,11.0313129425049,0,1907,1989,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"West Midlands",NA,72777,0.838767766952515,1.99929165840149,-0.0188227966427803,0
"Beattie-Edwards","Thomas",0,1,13.3670673370361,13.3670673370361,0,1921,1991,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"North West England",-0.207352265715599,51052,0.604501307010651,1.90290701389313,-0.225883796811104,0
"Kaberry","Donald",0,1,13.0604648590088,13.0604648590088,1,1907,1991,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"Yorkshire and Humberside",NA,48876,0.85524594783783,2.16983389854431,0.229635655879974,0
"Orr-Ewing","Charles",0,1,15.2498893737793,15.2761764526367,1,1912,1999,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Greater London",NA,54153,0.863257825374603,2.67457246780396,0.048237357288599,0
"Heath","Edward",0,1,15.5772552490234,15.5683212280273,1,1916,2005,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Greater London",NA,63429,0.886692225933075,2.34698963165283,0.00236478075385094,0
"Napley","David",0,1,12.65407371521,12.65407371521,0,1915,1994,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,"South West England",NA,51841,0.809397995471954,1.99936461448669,-0.0178265012800694,0
"Stogdon","Norman",1,0,12.4029788970947,12.4029788970947,0,1909,1996,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"South East England",NA,61019,0.77141547203064,1.98475778102875,-0.0876335725188255,0
"Bence","Cyril",1,0,12.1359062194824,12.1359062194824,1,1902,1992,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Scotland",0.0928910747170448,59987,0.868321478366852,2.15839219093323,0.0657733082771301,0
"Scott-Miller","Ronald",0,1,12.1359062194824,12.1359062194824,1,1904,1992,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"East of England",-0.00630929553881288,51914,0.827734351158142,1.99904954433441,0.0218054037541151,0
"Lagden","Godfrey",0,1,12.0969152450562,12.0969152450562,1,1906,1989,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Greater London",-0.0162944979965687,77041,0.819758296012878,2.39549112319946,0.0217243283987045,0
"Sloan","Norman",0,1,13.9403791427612,13.9387245178223,0,1914,1999,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Scotland",-0.202086836099625,48734,0.84727293252945,1.95876455307007,-0.145092144608498,0
"May","Richard",1,0,12.5811882019043,12.1506977081299,0,1938,2004,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"South West England",-0.0375557728111744,67073,0.789826035499573,2.3161096572876,-0.129568099975586,0
"Bazin","James",0,1,13.3829078674316,13.3829078674316,0,1913,1985,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"North East England",-0.172923922538757,62916,0.871733725070953,1.95108675956726,-0.158334240317345,1
"Scholfield","Michael",0,1,13.6029758453369,13.6003923416138,0,1920,2001,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"North West England",-0.195033222436905,54610,0.760153830051422,1.92064416408539,-0.203266531229019,0
"Aldridge","Harold",1,0,12.5811882019043,11.9926404953003,0,1916,2004,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"East of England",-0.0591595359146595,54439,0.817887902259827,1.975670337677,-0.110971361398697,0
"Radford","Patrick",0,1,14.6996946334839,14.6847629547119,0,1920,2005,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"North East England",-0.214812979102135,55564,0.730904877185822,2.01327443122864,-0.106446370482445,1
"Burgess","Lewis",1,0,11.0824327468872,11.0824327468872,0,1922,1989,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"West Midlands",-0.0724322348833084,54303,0.777415633201599,1.92348289489746,-0.199450448155403,0
"Gardner","Edward",0,1,14.6480884552002,14.642596244812,1,1912,2001,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,"East of England",0.0946274325251579,78328,0.803965389728546,2.58031487464905,0.0765725001692772,0
"Hart","Norman",1,0,13.4763679504395,13.4763679504395,0,1925,1986,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"South West England",-0.18192583322525,57941,0.802782118320465,2.95024251937866,-0.132798731327057,0
"Newey","John",0,1,11.61452293396,11.61452293396,0,1923,1994,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"West Midlands",NA,58553,0.769490897655487,1.93438768386841,-0.184170812368393,0
"Butcher","Bruce",0,1,12.3383779525757,12.3383779525757,0,1910,1998,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"North West England",-0.0379349179565907,48966,0.834007263183594,1.99694228172302,-0.0391302220523357,0
"Fawcett","John",0,1,13.104811668396,13.0919332504272,0,1930,2003,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Yorkshire and Humberside",-0.104580007493496,66074,0.796516001224518,1.98360288143158,-0.0909194573760033,1
"McNair-Wilson","Michael",0,1,12.3091411590576,12.3091411590576,1,1930,1993,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Greater London",-0.0550444759428501,43099,0.708577930927277,2.34092450141907,0.0172893684357405,0
"Green","Alan",0,1,15.2185945510864,15.2185945510864,1,1911,1991,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"North West England",-0.00035161743289791,51933,0.818747222423553,1.99975144863129,0.0111476955935359,5
"Grigg","John",0,1,14.3788375854492,14.3752861022949,0,1924,2001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"North West England",-0.101233474910259,55472,0.848211705684662,2.31146311759949,-0.0891566798090935,0
"Daly","James",1,0,13.1988201141357,12.7421913146973,0,1936,2002,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"South East England",-0.210239723324776,68539,0.780081391334534,2.7243926525116,-0.148430779576302,0
"Potter","Dennis",1,0,13.5617380142212,13.5617380142212,0,1935,1994,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"South West England",-0.185523986816406,76186,0.810175120830536,2.59914183616638,-0.127373471856117,0
"Potter","Leslie",1,0,12.43053150177,12.43053150177,0,1923,2001,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,"East of England",-0.0221523512154818,48213,0.804596245288849,1.95848309993744,-0.145597025752068,0
"Lister","Peter",1,0,12.4605150222778,11.8952016830444,0,1923,2002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"West Midlands",-0.114242933690548,76476,0.798995792865753,1.99270927906036,-0.0604870393872261,0
"Barrington-Ward","Frank",1,0,11.2764835357666,11.2764835357666,0,1928,1998,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"West Midlands",-0.152767032384872,60925,0.778908491134644,1.99013555049896,-0.0704035386443138,0
"Skeet","Trevor",0,1,13.7657060623169,13.7618360519409,1,1918,2004,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Greater London",-0.0142841655761003,58865,0.734018504619598,1.99478137493134,0.0511479340493679,0
"Caplan","Leonard",0,1,13.1420497894287,13.0689840316772,0,1909,2001,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Greater London",NA,54480,0.783388376235962,2.28387022018433,-0.0849129557609558,0
"Medd","Patrick",0,1,13.1133890151978,13.1133890151978,0,1919,1995,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"South West England",-0.140492722392082,49879,0.800196468830109,1.98070859909058,-0.0986896529793739,0
"Bangay","John",0,1,12.6161479949951,12.6161479949951,0,1916,1998,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Greater London",-0.182539418339729,38014,0.741200625896454,1.96379017829895,-0.135789319872856,0
"Silkin","John",1,0,13.5534009933472,13.5534009933472,1,1923,1987,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Greater London",0.238968014717102,47124,0.600755453109741,2.07543206214905,0.333027184009552,0
"Silkin","Samuel",1,0,13.5910120010376,13.5910120010376,1,1918,1988,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Greater London",-0.0424276702105999,64568,0.737625420093536,2.50130796432495,0.060994815081358,1
"Heselton","Philip",0,1,12.489673614502,11.508843421936,0,1926,2004,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"North East England",NA,57763,0.804563462734222,1.99549567699432,-0.0475104376673698,0
"Astor","Jacob",0,1,16.3114910125732,16.3044700622559,1,1918,2000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"South West England",-0.0160302557051182,66894,0.853678941726685,1.99969089031219,0.0124330194666982,0
"Astor","John",0,1,15.4486436843872,15.4486436843872,1,1923,1987,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"South East England",0.200363710522652,69338,0.793259084224701,2.73938059806824,0.108957692980766,0
"Powell","Enoch",0,1,12.6532011032104,12.6532011032104,1,1912,1998,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"West Midlands",NA,50460,0.872294902801514,2.39296722412109,0.0156988371163607,0
"Parker","Thomas",1,0,12.2106103897095,12.2106103897095,0,1909,1995,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,"Greater London",-0.0289125554263592,58226,0.807697594165802,2.57228374481201,-0.0138850500807166,NA
"Prendergast","Michael",1,0,10.6984844207764,10.6984844207764,0,1921,1988,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"South West England",-0.216195493936539,50853,0.772953391075134,2.68834781646729,-0.0698857679963112,0
"Emery","Peter",0,1,14.653356552124,14.653356552124,1,1926,2004,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"South East England",-0.00473933666944504,58772,0.828387677669525,1.98697376251221,0.0809678360819817,0
"Gardiner","Gerald",1,0,11.0717573165894,11.0717573165894,0,1900,1990,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Greater London",-0.0218015555292368,54496,0.826078951358795,1.99625444412231,-0.0433160066604614,0
"Stokes","John",0,1,13.6197423934937,13.61305809021,1,1917,2003,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"West Midlands",NA,77540,0.720944046974182,1.99461734294891,0.0519480518996716,0
"MacMillan","Maurice",0,1,14.5854043960571,14.5854043960571,1,1921,1984,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Yorkshire and Humberside",-0.0126948738470674,68714,0.801539719104767,1.99844777584076,0.0278700720518827,4
"Hughes","Cledwyn",1,0,12.43053150177,12.43053150177,1,1916,2001,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wales",-0.0656882077455521,36117,0.813993394374847,2.8248598575592,0.020238783210516,0
"Leadbitter","Edward",1,0,13.0768928527832,13.0768928527832,1,1919,1997,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"North East England",-0.00358663103543222,59703,0.819037556648254,1.99314832687378,0.0586310550570488,0
"James","Howell",1,0,12.0065183639526,12.0065183639526,0,1910,1990,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Scotland",NA,46370,0.795341789722443,1.9997307062149,-0.0116052059456706,NA
"Allison","Peter",1,0,12.489673614502,12.3796720504761,0,1933,2004,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"South East England",-0.145958438515663,65968,0.79903894662857,2.679119348526,-0.0741211548447609,0
"Allison","John",1,0,11.8151445388794,11.8151445388794,0,1919,1988,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wales",-0.0255685988813639,75049,0.79205584526062,2.23477864265442,-0.145870834589005,NA
"Loftus","William",0,1,12.1359062194824,12.1359062194824,0,1921,1992,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"North West England",-0.469758927822113,21074,0.570133805274963,1.82377469539642,-0.407240957021713,0
"Lane","David",0,1,14.0831336975098,14.0802707672119,1,1922,1998,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East of England",-0.020516749471426,65554,0.723723948001862,1.9774968624115,0.106675378978252,0
"Priestley","Leslie",0,1,12.172625541687,12.172625541687,0,1915,1991,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,"East Midlands",-0.123381532728672,50973,0.841013848781586,1.97925341129303,-0.102381676435471,0
"Sutton","David",1,0,12.399299621582,10.7898616790771,0,1937,2000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"South West England",-0.156761050224304,67687,0.790033519268036,2.59125256538391,-0.108854606747627,0
"Way","Michael",0,1,12.5533380508423,11.7347745895386,0,1942,2005,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"North East England",-0.548968970775604,31501,0.614583671092987,1.81012117862701,-0.486311972141266,0
"Scurfield","George",1,0,12.172625541687,12.172625541687,0,1920,1991,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East of England",0.020516749471426,65554,0.723723948001862,1.9774968624115,-0.106675378978252,NA
"Hall","Percy",1,0,12.3526964187622,12.3526964187622,0,1909,1996,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"North West England",-0.317870289087296,57343,0.710723221302032,1.94609296321869,-0.166433572769165,0
"Biggs-Davison","John",0,1,10.9582672119141,10.9582672119141,1,1918,1988,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"East of England",NA,46583,0.797093331813812,1.99491310119629,0.0504968911409378,0
"Sefton","William",1,0,12.43053150177,12.43053150177,0,1915,2001,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"North West England",NA,49686,0.709153473377228,1.97560977935791,-0.111111111938953,0
"Woodburn","Gordon",1,0,11.4206199645996,11.4206199645996,0,1928,1987,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"North West England",-0.143114060163498,59271,0.692244112491608,2.77483510971069,-0.216280773282051,0
"Parry","Gordon",1,0,12.7163801193237,12.6973142623901,0,1925,2004,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,"Wales",0.11971902102232,70719,0.778503656387329,3.58533024787903,-0.0223594587296247,0
"Dunkley","Kenneth",0,1,11.7282772064209,11.7282772064209,0,1920,1985,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,"West Midlands",-0.0376835539937019,57679,0.809271991252899,2.4362313747406,-0.0817515775561333,0
"Carlisle","Mark",0,1,13.600905418396,13.5956411361694,1,1929,2005,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"North West England",0.315880537033081,52664,0.836548686027527,2.64024424552917,0.169307246804237,0
"O'Connor","Arthur",0,1,11.8151445388794,11.8151445388794,0,1934,1988,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"North West England",-0.325622707605362,35201,0.569586098194122,1.7036691904068,-0.417057365179062,0
"Spence","John",0,1,13.9386949539185,13.9386949539185,1,1920,1986,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Yorkshire and Humberside",-0.0797968357801437,80953,0.733845591545105,2.29039621353149,0.0120019530877471,0
"Evans","Dengar",1,0,11.1446962356567,11.0905055999756,0,1909,2002,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"South West England",-0.101778708398342,49517,0.814346611499786,1.97115457057953,-0.120970144867897,0
"Evans","Ioan",1,0,9.40190887451172,9.40190887451172,1,1927,1984,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"West Midlands",NA,58934,0.770472049713135,1.99997234344482,0.00372189306654036,NA
"Evans","Gwyn",1,0,11.0354070663452,11.0354070663452,0,1931,1986,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Wales",-0.198746502399445,29951,0.827818751335144,3.23969626426697,-0.176937967538834,0
"Bean","Robert",1,0,11.2626266479492,11.2626266479492,1,1935,1987,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"South East England",-0.077108196914196,59800,0.733612060546875,1.93938171863556,-0.176795080304146,0
"Levin","Ian",1,0,11.4723081588745,11.4723081588745,0,1914,1986,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"North West England",-0.0803063958883286,64502,0.810455501079559,1.98975014686584,-0.0717728957533836,0
"Toch","Henry",1,0,12.5952863693237,12.5513038635254,0,1923,2000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"South West England",-0.228035435080528,66000,0.800484836101532,2.76888823509216,-0.156761050224304,0
"Neate","Eric",1,0,12.9740200042725,12.9740200042725,0,1905,1984,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"South East England",NA,67080,0.836583197116852,1.96688115596771,-0.129762291908264,0
"Griffin","Robert",1,0,12.2233629226685,12.2233629226685,0,1900,1984,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"North East England",-0.218227818608284,40900,0.750488996505737,2.36567044258118,-0.087734155356884,0
"Lonsdale","Richard",0,1,11.8151445388794,11.8151445388794,0,1913,1988,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"West Midlands",-0.238511979579926,51607,0.764082372188568,1.90230572223663,-0.226617977023125,0
"Luard","Evan",1,0,12.8360023498535,12.8360023498535,1,1926,1991,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"South East England",-0.0275911334902048,66303,0.792588591575623,2.4718542098999,0.0461456477642059,0
"Butler","Joyce",1,0,12.737621307373,12.737621307373,1,1910,1992,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"Greater London",0.115766264498234,63015,0.751154482364655,1.98777532577515,0.0784214287996292,NA
"Butler","Victor",1,0,10.7709817886353,10.7709817886353,0,1911,1992,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"East Midlands",-0.110649660229683,43419,0.776042759418488,1.99082863330841,-0.0678735747933388,NA
"Lipman","Cyril",0,1,13.9055233001709,13.9055233001709,0,1918,1997,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"North East England",-0.253354340791702,74274,0.706155598163605,1.94079065322876,-0.174664914608002,0
